STEPS	|   PROCESS			|  A	|  B  |
5115	|  EMPTYING B 			|  23410	|  0  |
5116	|  POURING A TO B 		|  20411	|  2999  |
5117	|  EMPTYING B 			|  20411	|  0  |
5118	|  POURING A TO B 		|  17412	|  2999  |
5119	|  EMPTYING B 			|  17412	|  0  |
5120	|  POURING A TO B 		|  14413	|  2999  |
5121	|  EMPTYING B 			|  14413	|  0  |
5122	|  POURING A TO B 		|  11414	|  2999  |
5123	|  EMPTYING B 			|  11414	|  0  |
5124	|  POURING A TO B 		|  8415	|  2999  |
5125	|  EMPTYING B 			|  8415	|  0  |
5126	|  POURING A TO B 		|  5416	|  2999  |
5127	|  EMPTYING B 			|  5416	|  0  |
5128	|  POURING A TO B 		|  2417	|  2999  |
5129	|  EMPTYING B 			|  2417	|  0  |
5130	|  POURING A TO B 		|  0	|  2417  |
5131	|  FILLING A FULLY		|  39989	|  2417  |
5132	|  POURING A TO B 		|  39407	|  2999  |
5133	|  EMPTYING B 			|  39407	|  0  |
5134	|  POURING A TO B 		|  36408	|  2999  |
5135	|  EMPTYING B 			|  36408	|  0  |
5136	|  POURING A TO B 		|  33409	|  2999  |
5137	|  EMPTYING B 			|  33409	|  0  |
5138	|  POURING A TO B 		|  30410	|  2999  |
5139	|  EMPTYING B 			|  30410	|  0  |
5140	|  POURING A TO B 		|  27411	|  2999  |
5141	|  EMPTYING B 			|  27411	|  0  |
5142	|  POURING A TO B 		|  24412	|  2999  |
5143	|  EMPTYING B 			|  24412	|  0  |
5144	|  POURING A TO B 		|  21413	|  2999  |
5145	|  EMPTYING B 			|  21413	|  0  |
5146	|  POURING A TO B 		|  18414	|  2999  |
5147	|  EMPTYING B 			|  18414	|  0  |
5148	|  POURING A TO B 		|  15415	|  2999  |
5149	|  EMPTYING B 			|  15415	|  0  |
5150	|  POURING A TO B 		|  12416	|  2999  |
5151	|  EMPTYING B 			|  12416	|  0  |
5152	|  POURING A TO B 		|  9417	|  2999  |
5153	|  EMPTYING B 			|  9417	|  0  |
5154	|  POURING A TO B 		|  6418	|  2999  |
5155	|  EMPTYING B 			|  6418	|  0  |
5156	|  POURING A TO B 		|  3419	|  2999  |
5157	|  EMPTYING B 			|  3419	|  0  |
5158	|  POURING A TO B 		|  420	|  2999  |
5159	|  EMPTYING B 			|  420	|  0  |
5160	|  POURING A TO B 		|  0	|  420  |
5161	|  FILLING A FULLY		|  39989	|  420  |
5162	|  POURING A TO B 		|  37410	|  2999  |
5163	|  EMPTYING B 			|  37410	|  0  |
5164	|  POURING A TO B 		|  34411	|  2999  |
5165	|  EMPTYING B 			|  34411	|  0  |
5166	|  POURING A TO B 		|  31412	|  2999  |
5167	|  EMPTYING B 			|  31412	|  0  |
5168	|  POURING A TO B 		|  28413	|  2999  |
5169	|  EMPTYING B 			|  28413	|  0  |
5170	|  POURING A TO B 		|  25414	|  2999  |
5171	|  EMPTYING B 			|  25414	|  0  |
5172	|  POURING A TO B 		|  22415	|  2999  |
5173	|  EMPTYING B 			|  22415	|  0  |
5174	|  POURING A TO B 		|  19416	|  2999  |
5175	|  EMPTYING B 			|  19416	|  0  |
5176	|  POURING A TO B 		|  16417	|  2999  |
5177	|  EMPTYING B 			|  16417	|  0  |
5178	|  POURING A TO B 		|  13418	|  2999  |
5179	|  EMPTYING B 			|  13418	|  0  |
5180	|  POURING A TO B 		|  10419	|  2999  |
5181	|  EMPTYING B 			|  10419	|  0  |
5182	|  POURING A TO B 		|  7420	|  2999  |
5183	|  EMPTYING B 			|  7420	|  0  |
5184	|  POURING A TO B 		|  4421	|  2999  |
5185	|  EMPTYING B 			|  4421	|  0  |
5186	|  POURING A TO B 		|  1422	|  2999  |
5187	|  EMPTYING B 			|  1422	|  0  |
5188	|  POURING A TO B 		|  0	|  1422  |
5189	|  FILLING A FULLY		|  39989	|  1422  |
5190	|  POURING A TO B 		|  38412	|  2999  |
5191	|  EMPTYING B 			|  38412	|  0  |
5192	|  POURING A TO B 		|  35413	|  2999  |
5193	|  EMPTYING B 			|  35413	|  0  |
5194	|  POURING A TO B 		|  32414	|  2999  |
5195	|  EMPTYING B 			|  32414	|  0  |
5196	|  POURING A TO B 		|  29415	|  2999  |
5197	|  EMPTYING B 			|  29415	|  0  |
5198	|  POURING A TO B 		|  26416	|  2999  |
5199	|  EMPTYING B 			|  26416	|  0  |
5200	|  POURING A TO B 		|  23417	|  2999  |
5201	|  EMPTYING B 			|  23417	|  0  |
5202	|  POURING A TO B 		|  20418	|  2999  |
5203	|  EMPTYING B 			|  20418	|  0  |
5204	|  POURING A TO B 		|  17419	|  2999  |
5205	|  EMPTYING B 			|  17419	|  0  |
5206	|  POURING A TO B 		|  14420	|  2999  |
5207	|  EMPTYING B 			|  14420	|  0  |
5208	|  POURING A TO B 		|  11421	|  2999  |
5209	|  EMPTYING B 			|  11421	|  0  |
5210	|  POURING A TO B 		|  8422	|  2999  |
5211	|  EMPTYING B 			|  8422	|  0  |
5212	|  POURING A TO B 		|  5423	|  2999  |
5213	|  EMPTYING B 			|  5423	|  0  |
5214	|  POURING A TO B 		|  2424	|  2999  |
5215	|  EMPTYING B 			|  2424	|  0  |
5216	|  POURING A TO B 		|  0	|  2424  |
5217	|  FILLING A FULLY		|  39989	|  2424  |
5218	|  POURING A TO B 		|  39414	|  2999  |
5219	|  EMPTYING B 			|  39414	|  0  |
5220	|  POURING A TO B 		|  36415	|  2999  |
5221	|  EMPTYING B 			|  36415	|  0  |
5222	|  POURING A TO B 		|  33416	|  2999  |
5223	|  EMPTYING B 			|  33416	|  0  |
5224	|  POURING A TO B 		|  30417	|  2999  |
5225	|  EMPTYING B 			|  30417	|  0  |
5226	|  POURING A TO B 		|  27418	|  2999  |
5227	|  EMPTYING B 			|  27418	|  0  |
5228	|  POURING A TO B 		|  24419	|  2999  |
5229	|  EMPTYING B 			|  24419	|  0  |
5230	|  POURING A TO B 		|  21420	|  2999  |
5231	|  EMPTYING B 			|  21420	|  0  |
5232	|  POURING A TO B 		|  18421	|  2999  |
5233	|  EMPTYING B 			|  18421	|  0  |
5234	|  POURING A TO B 		|  15422	|  2999  |
5235	|  EMPTYING B 			|  15422	|  0  |
5236	|  POURING A TO B 		|  12423	|  2999  |
5237	|  EMPTYING B 			|  12423	|  0  |
5238	|  POURING A TO B 		|  9424	|  2999  |
5239	|  EMPTYING B 			|  9424	|  0  |
5240	|  POURING A TO B 		|  6425	|  2999  |
5241	|  EMPTYING B 			|  6425	|  0  |
5242	|  POURING A TO B 		|  3426	|  2999  |
5243	|  EMPTYING B 			|  3426	|  0  |
5244	|  POURING A TO B 		|  427	|  2999  |
5245	|  EMPTYING B 			|  427	|  0  |
5246	|  POURING A TO B 		|  0	|  427  |
5247	|  FILLING A FULLY		|  39989	|  427  |
5248	|  POURING A TO B 		|  37417	|  2999  |
5249	|  EMPTYING B 			|  37417	|  0  |
5250	|  POURING A TO B 		|  34418	|  2999  |
5251	|  EMPTYING B 			|  34418	|  0  |
5252	|  POURING A TO B 		|  31419	|  2999  |
5253	|  EMPTYING B 			|  31419	|  0  |
5254	|  POURING A TO B 		|  28420	|  2999  |
5255	|  EMPTYING B 			|  28420	|  0  |
5256	|  POURING A TO B 		|  25421	|  2999  |
5257	|  EMPTYING B 			|  25421	|  0  |
5258	|  POURING A TO B 		|  22422	|  2999  |
5259	|  EMPTYING B 			|  22422	|  0  |
5260	|  POURING A TO B 		|  19423	|  2999  |
5261	|  EMPTYING B 			|  19423	|  0  |
5262	|  POURING A TO B 		|  16424	|  2999  |
5263	|  EMPTYING B 			|  16424	|  0  |
5264	|  POURING A TO B 		|  13425	|  2999  |
5265	|  EMPTYING B 			|  13425	|  0  |
5266	|  POURING A TO B 		|  10426	|  2999  |
5267	|  EMPTYING B 			|  10426	|  0  |
5268	|  POURING A TO B 		|  7427	|  2999  |
5269	|  EMPTYING B 			|  7427	|  0  |
5270	|  POURING A TO B 		|  4428	|  2999  |
5271	|  EMPTYING B 			|  4428	|  0  |
5272	|  POURING A TO B 		|  1429	|  2999  |
5273	|  EMPTYING B 			|  1429	|  0  |
5274	|  POURING A TO B 		|  0	|  1429  |
5275	|  FILLING A FULLY		|  39989	|  1429  |
5276	|  POURING A TO B 		|  38419	|  2999  |
5277	|  EMPTYING B 			|  38419	|  0  |
5278	|  POURING A TO B 		|  35420	|  2999  |
5279	|  EMPTYING B 			|  35420	|  0  |
5280	|  POURING A TO B 		|  32421	|  2999  |
5281	|  EMPTYING B 			|  32421	|  0  |
5282	|  POURING A TO B 		|  29422	|  2999  |
5283	|  EMPTYING B 			|  29422	|  0  |
5284	|  POURING A TO B 		|  26423	|  2999  |
5285	|  EMPTYING B 			|  26423	|  0  |
5286	|  POURING A TO B 		|  23424	|  2999  |
5287	|  EMPTYING B 			|  23424	|  0  |
5288	|  POURING A TO B 		|  20425	|  2999  |
5289	|  EMPTYING B 			|  20425	|  0  |
5290	|  POURING A TO B 		|  17426	|  2999  |
5291	|  EMPTYING B 			|  17426	|  0  |
5292	|  POURING A TO B 		|  14427	|  2999  |
5293	|  EMPTYING B 			|  14427	|  0  |
5294	|  POURING A TO B 		|  11428	|  2999  |
5295	|  EMPTYING B 			|  11428	|  0  |
5296	|  POURING A TO B 		|  8429	|  2999  |
5297	|  EMPTYING B 			|  8429	|  0  |
5298	|  POURING A TO B 		|  5430	|  2999  |
5299	|  EMPTYING B 			|  5430	|  0  |
5300	|  POURING A TO B 		|  2431	|  2999  |
5301	|  EMPTYING B 			|  2431	|  0  |
5302	|  POURING A TO B 		|  0	|  2431  |
5303	|  FILLING A FULLY		|  39989	|  2431  |
5304	|  POURING A TO B 		|  39421	|  2999  |
5305	|  EMPTYING B 			|  39421	|  0  |
5306	|  POURING A TO B 		|  36422	|  2999  |
5307	|  EMPTYING B 			|  36422	|  0  |
5308	|  POURING A TO B 		|  33423	|  2999  |
5309	|  EMPTYING B 			|  33423	|  0  |
5310	|  POURING A TO B 		|  30424	|  2999  |
5311	|  EMPTYING B 			|  30424	|  0  |
5312	|  POURING A TO B 		|  27425	|  2999  |
5313	|  EMPTYING B 			|  27425	|  0  |
5314	|  POURING A TO B 		|  24426	|  2999  |
5315	|  EMPTYING B 			|  24426	|  0  |
5316	|  POURING A TO B 		|  21427	|  2999  |
5317	|  EMPTYING B 			|  21427	|  0  |
5318	|  POURING A TO B 		|  18428	|  2999  |
5319	|  EMPTYING B 			|  18428	|  0  |
5320	|  POURING A TO B 		|  15429	|  2999  |
5321	|  EMPTYING B 			|  15429	|  0  |
5322	|  POURING A TO B 		|  12430	|  2999  |
5323	|  EMPTYING B 			|  12430	|  0  |
5324	|  POURING A TO B 		|  9431	|  2999  |
5325	|  EMPTYING B 			|  9431	|  0  |
5326	|  POURING A TO B 		|  6432	|  2999  |
5327	|  EMPTYING B 			|  6432	|  0  |
5328	|  POURING A TO B 		|  3433	|  2999  |
5329	|  EMPTYING B 			|  3433	|  0  |
5330	|  POURING A TO B 		|  434	|  2999  |
5331	|  EMPTYING B 			|  434	|  0  |
5332	|  POURING A TO B 		|  0	|  434  |
5333	|  FILLING A FULLY		|  39989	|  434  |
5334	|  POURING A TO B 		|  37424	|  2999  |
5335	|  EMPTYING B 			|  37424	|  0  |
5336	|  POURING A TO B 		|  34425	|  2999  |
5337	|  EMPTYING B 			|  34425	|  0  |
5338	|  POURING A TO B 		|  31426	|  2999  |
5339	|  EMPTYING B 			|  31426	|  0  |
5340	|  POURING A TO B 		|  28427	|  2999  |
5341	|  EMPTYING B 			|  28427	|  0  |
5342	|  POURING A TO B 		|  25428	|  2999  |
5343	|  EMPTYING B 			|  25428	|  0  |
5344	|  POURING A TO B 		|  22429	|  2999  |
5345	|  EMPTYING B 			|  22429	|  0  |
5346	|  POURING A TO B 		|  19430	|  2999  |
5347	|  EMPTYING B 			|  19430	|  0  |
5348	|  POURING A TO B 		|  16431	|  2999  |
5349	|  EMPTYING B 			|  16431	|  0  |
5350	|  POURING A TO B 		|  13432	|  2999  |
5351	|  EMPTYING B 			|  13432	|  0  |
5352	|  POURING A TO B 		|  10433	|  2999  |
5353	|  EMPTYING B 			|  10433	|  0  |
5354	|  POURING A TO B 		|  7434	|  2999  |
5355	|  EMPTYING B 			|  7434	|  0  |
5356	|  POURING A TO B 		|  4435	|  2999  |
5357	|  EMPTYING B 			|  4435	|  0  |
5358	|  POURING A TO B 		|  1436	|  2999  |
5359	|  EMPTYING B 			|  1436	|  0  |
5360	|  POURING A TO B 		|  0	|  1436  |
5361	|  FILLING A FULLY		|  39989	|  1436  |
5362	|  POURING A TO B 		|  38426	|  2999  |
5363	|  EMPTYING B 			|  38426	|  0  |
5364	|  POURING A TO B 		|  35427	|  2999  |
5365	|  EMPTYING B 			|  35427	|  0  |
5366	|  POURING A TO B 		|  32428	|  2999  |
5367	|  EMPTYING B 			|  32428	|  0  |
5368	|  POURING A TO B 		|  29429	|  2999  |
5369	|  EMPTYING B 			|  29429	|  0  |
5370	|  POURING A TO B 		|  26430	|  2999  |
5371	|  EMPTYING B 			|  26430	|  0  |
5372	|  POURING A TO B 		|  23431	|  2999  |
5373	|  EMPTYING B 			|  23431	|  0  |
5374	|  POURING A TO B 		|  20432	|  2999  |
5375	|  EMPTYING B 			|  20432	|  0  |
5376	|  POURING A TO B 		|  17433	|  2999  |
5377	|  EMPTYING B 			|  17433	|  0  |
5378	|  POURING A TO B 		|  14434	|  2999  |
5379	|  EMPTYING B 			|  14434	|  0  |
5380	|  POURING A TO B 		|  11435	|  2999  |
5381	|  EMPTYING B 			|  11435	|  0  |
5382	|  POURING A TO B 		|  8436	|  2999  |
5383	|  EMPTYING B 			|  8436	|  0  |
5384	|  POURING A TO B 		|  5437	|  2999  |
5385	|  EMPTYING B 			|  5437	|  0  |
5386	|  POURING A TO B 		|  2438	|  2999  |
5387	|  EMPTYING B 			|  2438	|  0  |
5388	|  POURING A TO B 		|  0	|  2438  |
5389	|  FILLING A FULLY		|  39989	|  2438  |
5390	|  POURING A TO B 		|  39428	|  2999  |
5391	|  EMPTYING B 			|  39428	|  0  |
5392	|  POURING A TO B 		|  36429	|  2999  |
5393	|  EMPTYING B 			|  36429	|  0  |
5394	|  POURING A TO B 		|  33430	|  2999  |
5395	|  EMPTYING B 			|  33430	|  0  |
5396	|  POURING A TO B 		|  30431	|  2999  |
5397	|  EMPTYING B 			|  30431	|  0  |
5398	|  POURING A TO B 		|  27432	|  2999  |
5399	|  EMPTYING B 			|  27432	|  0  |
5400	|  POURING A TO B 		|  24433	|  2999  |
5401	|  EMPTYING B 			|  24433	|  0  |
5402	|  POURING A TO B 		|  21434	|  2999  |
5403	|  EMPTYING B 			|  21434	|  0  |
5404	|  POURING A TO B 		|  18435	|  2999  |
5405	|  EMPTYING B 			|  18435	|  0  |
5406	|  POURING A TO B 		|  15436	|  2999  |
5407	|  EMPTYING B 			|  15436	|  0  |
5408	|  POURING A TO B 		|  12437	|  2999  |
5409	|  EMPTYING B 			|  12437	|  0  |
5410	|  POURING A TO B 		|  9438	|  2999  |
5411	|  EMPTYING B 			|  9438	|  0  |
5412	|  POURING A TO B 		|  6439	|  2999  |
5413	|  EMPTYING B 			|  6439	|  0  |
5414	|  POURING A TO B 		|  3440	|  2999  |
5415	|  EMPTYING B 			|  3440	|  0  |
5416	|  POURING A TO B 		|  441	|  2999  |
5417	|  EMPTYING B 			|  441	|  0  |
5418	|  POURING A TO B 		|  0	|  441  |
5419	|  FILLING A FULLY		|  39989	|  441  |
5420	|  POURING A TO B 		|  37431	|  2999  |
5421	|  EMPTYING B 			|  37431	|  0  |
5422	|  POURING A TO B 		|  34432	|  2999  |
5423	|  EMPTYING B 			|  34432	|  0  |
5424	|  POURING A TO B 		|  31433	|  2999  |
5425	|  EMPTYING B 			|  31433	|  0  |
5426	|  POURING A TO B 		|  28434	|  2999  |
5427	|  EMPTYING B 			|  28434	|  0  |
5428	|  POURING A TO B 		|  25435	|  2999  |
5429	|  EMPTYING B 			|  25435	|  0  |
5430	|  POURING A TO B 		|  22436	|  2999  |
5431	|  EMPTYING B 			|  22436	|  0  |
5432	|  POURING A TO B 		|  19437	|  2999  |
5433	|  EMPTYING B 			|  19437	|  0  |
5434	|  POURING A TO B 		|  16438	|  2999  |
5435	|  EMPTYING B 			|  16438	|  0  |
5436	|  POURING A TO B 		|  13439	|  2999  |
5437	|  EMPTYING B 			|  13439	|  0  |
5438	|  POURING A TO B 		|  10440	|  2999  |
5439	|  EMPTYING B 			|  10440	|  0  |
5440	|  POURING A TO B 		|  7441	|  2999  |
5441	|  EMPTYING B 			|  7441	|  0  |
5442	|  POURING A TO B 		|  4442	|  2999  |
5443	|  EMPTYING B 			|  4442	|  0  |
5444	|  POURING A TO B 		|  1443	|  2999  |
5445	|  EMPTYING B 			|  1443	|  0  |
5446	|  POURING A TO B 		|  0	|  1443  |
5447	|  FILLING A FULLY		|  39989	|  1443  |
5448	|  POURING A TO B 		|  38433	|  2999  |
5449	|  EMPTYING B 			|  38433	|  0  |
5450	|  POURING A TO B 		|  35434	|  2999  |
5451	|  EMPTYING B 			|  35434	|  0  |
5452	|  POURING A TO B 		|  32435	|  2999  |
5453	|  EMPTYING B 			|  32435	|  0  |
5454	|  POURING A TO B 		|  29436	|  2999  |
5455	|  EMPTYING B 			|  29436	|  0  |
5456	|  POURING A TO B 		|  26437	|  2999  |
5457	|  EMPTYING B 			|  26437	|  0  |
5458	|  POURING A TO B 		|  23438	|  2999  |
5459	|  EMPTYING B 			|  23438	|  0  |
5460	|  POURING A TO B 		|  20439	|  2999  |
5461	|  EMPTYING B 			|  20439	|  0  |
5462	|  POURING A TO B 		|  17440	|  2999  |
5463	|  EMPTYING B 			|  17440	|  0  |
5464	|  POURING A TO B 		|  14441	|  2999  |
5465	|  EMPTYING B 			|  14441	|  0  |
5466	|  POURING A TO B 		|  11442	|  2999  |
5467	|  EMPTYING B 			|  11442	|  0  |
5468	|  POURING A TO B 		|  8443	|  2999  |
5469	|  EMPTYING B 			|  8443	|  0  |
5470	|  POURING A TO B 		|  5444	|  2999  |
5471	|  EMPTYING B 			|  5444	|  0  |
5472	|  POURING A TO B 		|  2445	|  2999  |
5473	|  EMPTYING B 			|  2445	|  0  |
5474	|  POURING A TO B 		|  0	|  2445  |
5475	|  FILLING A FULLY		|  39989	|  2445  |
5476	|  POURING A TO B 		|  39435	|  2999  |
5477	|  EMPTYING B 			|  39435	|  0  |
5478	|  POURING A TO B 		|  36436	|  2999  |
5479	|  EMPTYING B 			|  36436	|  0  |
5480	|  POURING A TO B 		|  33437	|  2999  |
5481	|  EMPTYING B 			|  33437	|  0  |
5482	|  POURING A TO B 		|  30438	|  2999  |
5483	|  EMPTYING B 			|  30438	|  0  |
5484	|  POURING A TO B 		|  27439	|  2999  |
5485	|  EMPTYING B 			|  27439	|  0  |
5486	|  POURING A TO B 		|  24440	|  2999  |
5487	|  EMPTYING B 			|  24440	|  0  |
5488	|  POURING A TO B 		|  21441	|  2999  |
5489	|  EMPTYING B 			|  21441	|  0  |
5490	|  POURING A TO B 		|  18442	|  2999  |
5491	|  EMPTYING B 			|  18442	|  0  |
5492	|  POURING A TO B 		|  15443	|  2999  |
5493	|  EMPTYING B 			|  15443	|  0  |
5494	|  POURING A TO B 		|  12444	|  2999  |
5495	|  EMPTYING B 			|  12444	|  0  |
5496	|  POURING A TO B 		|  9445	|  2999  |
5497	|  EMPTYING B 			|  9445	|  0  |
5498	|  POURING A TO B 		|  6446	|  2999  |
5499	|  EMPTYING B 			|  6446	|  0  |
5500	|  POURING A TO B 		|  3447	|  2999  |
5501	|  EMPTYING B 			|  3447	|  0  |
5502	|  POURING A TO B 		|  448	|  2999  |
5503	|  EMPTYING B 			|  448	|  0  |
5504	|  POURING A TO B 		|  0	|  448  |
5505	|  FILLING A FULLY		|  39989	|  448  |
5506	|  POURING A TO B 		|  37438	|  2999  |
5507	|  EMPTYING B 			|  37438	|  0  |
5508	|  POURING A TO B 		|  34439	|  2999  |
5509	|  EMPTYING B 			|  34439	|  0  |
5510	|  POURING A TO B 		|  31440	|  2999  |
5511	|  EMPTYING B 			|  31440	|  0  |
5512	|  POURING A TO B 		|  28441	|  2999  |
5513	|  EMPTYING B 			|  28441	|  0  |
5514	|  POURING A TO B 		|  25442	|  2999  |
5515	|  EMPTYING B 			|  25442	|  0  |
5516	|  POURING A TO B 		|  22443	|  2999  |
5517	|  EMPTYING B 			|  22443	|  0  |
5518	|  POURING A TO B 		|  19444	|  2999  |
5519	|  EMPTYING B 			|  19444	|  0  |
5520	|  POURING A TO B 		|  16445	|  2999  |
5521	|  EMPTYING B 			|  16445	|  0  |
5522	|  POURING A TO B 		|  13446	|  2999  |
5523	|  EMPTYING B 			|  13446	|  0  |
5524	|  POURING A TO B 		|  10447	|  2999  |
5525	|  EMPTYING B 			|  10447	|  0  |
5526	|  POURING A TO B 		|  7448	|  2999  |
5527	|  EMPTYING B 			|  7448	|  0  |
5528	|  POURING A TO B 		|  4449	|  2999  |
5529	|  EMPTYING B 			|  4449	|  0  |
5530	|  POURING A TO B 		|  1450	|  2999  |
5531	|  EMPTYING B 			|  1450	|  0  |
5532	|  POURING A TO B 		|  0	|  1450  |
5533	|  FILLING A FULLY		|  39989	|  1450  |
5534	|  POURING A TO B 		|  38440	|  2999  |
5535	|  EMPTYING B 			|  38440	|  0  |
5536	|  POURING A TO B 		|  35441	|  2999  |
5537	|  EMPTYING B 			|  35441	|  0  |
5538	|  POURING A TO B 		|  32442	|  2999  |
5539	|  EMPTYING B 			|  32442	|  0  |
5540	|  POURING A TO B 		|  29443	|  2999  |
5541	|  EMPTYING B 			|  29443	|  0  |
5542	|  POURING A TO B 		|  26444	|  2999  |
5543	|  EMPTYING B 			|  26444	|  0  |
5544	|  POURING A TO B 		|  23445	|  2999  |
5545	|  EMPTYING B 			|  23445	|  0  |
5546	|  POURING A TO B 		|  20446	|  2999  |
5547	|  EMPTYING B 			|  20446	|  0  |
5548	|  POURING A TO B 		|  17447	|  2999  |
5549	|  EMPTYING B 			|  17447	|  0  |
5550	|  POURING A TO B 		|  14448	|  2999  |
5551	|  EMPTYING B 			|  14448	|  0  |
5552	|  POURING A TO B 		|  11449	|  2999  |
5553	|  EMPTYING B 			|  11449	|  0  |
5554	|  POURING A TO B 		|  8450	|  2999  |
5555	|  EMPTYING B 			|  8450	|  0  |
5556	|  POURING A TO B 		|  5451	|  2999  |
5557	|  EMPTYING B 			|  5451	|  0  |
5558	|  POURING A TO B 		|  2452	|  2999  |
5559	|  EMPTYING B 			|  2452	|  0  |
5560	|  POURING A TO B 		|  0	|  2452  |
5561	|  FILLING A FULLY		|  39989	|  2452  |
5562	|  POURING A TO B 		|  39442	|  2999  |
5563	|  EMPTYING B 			|  39442	|  0  |
5564	|  POURING A TO B 		|  36443	|  2999  |
5565	|  EMPTYING B 			|  36443	|  0  |
5566	|  POURING A TO B 		|  33444	|  2999  |
5567	|  EMPTYING B 			|  33444	|  0  |
5568	|  POURING A TO B 		|  30445	|  2999  |
5569	|  EMPTYING B 			|  30445	|  0  |
5570	|  POURING A TO B 		|  27446	|  2999  |
5571	|  EMPTYING B 			|  27446	|  0  |
5572	|  POURING A TO B 		|  24447	|  2999  |
5573	|  EMPTYING B 			|  24447	|  0  |
5574	|  POURING A TO B 		|  21448	|  2999  |
5575	|  EMPTYING B 			|  21448	|  0  |
5576	|  POURING A TO B 		|  18449	|  2999  |
5577	|  EMPTYING B 			|  18449	|  0  |
5578	|  POURING A TO B 		|  15450	|  2999  |
5579	|  EMPTYING B 			|  15450	|  0  |
5580	|  POURING A TO B 		|  12451	|  2999  |
5581	|  EMPTYING B 			|  12451	|  0  |
5582	|  POURING A TO B 		|  9452	|  2999  |
5583	|  EMPTYING B 			|  9452	|  0  |
5584	|  POURING A TO B 		|  6453	|  2999  |
5585	|  EMPTYING B 			|  6453	|  0  |
5586	|  POURING A TO B 		|  3454	|  2999  |
5587	|  EMPTYING B 			|  3454	|  0  |
5588	|  POURING A TO B 		|  455	|  2999  |
5589	|  EMPTYING B 			|  455	|  0  |
5590	|  POURING A TO B 		|  0	|  455  |
5591	|  FILLING A FULLY		|  39989	|  455  |
5592	|  POURING A TO B 		|  37445	|  2999  |
5593	|  EMPTYING B 			|  37445	|  0  |
5594	|  POURING A TO B 		|  34446	|  2999  |
5595	|  EMPTYING B 			|  34446	|  0  |
5596	|  POURING A TO B 		|  31447	|  2999  |
5597	|  EMPTYING B 			|  31447	|  0  |
5598	|  POURING A TO B 		|  28448	|  2999  |
5599	|  EMPTYING B 			|  28448	|  0  |
5600	|  POURING A TO B 		|  25449	|  2999  |
5601	|  EMPTYING B 			|  25449	|  0  |
5602	|  POURING A TO B 		|  22450	|  2999  |
5603	|  EMPTYING B 			|  22450	|  0  |
5604	|  POURING A TO B 		|  19451	|  2999  |
5605	|  EMPTYING B 			|  19451	|  0  |
5606	|  POURING A TO B 		|  16452	|  2999  |
5607	|  EMPTYING B 			|  16452	|  0  |
5608	|  POURING A TO B 		|  13453	|  2999  |
5609	|  EMPTYING B 			|  13453	|  0  |
5610	|  POURING A TO B 		|  10454	|  2999  |
5611	|  EMPTYING B 			|  10454	|  0  |
5612	|  POURING A TO B 		|  7455	|  2999  |
5613	|  EMPTYING B 			|  7455	|  0  |
5614	|  POURING A TO B 		|  4456	|  2999  |
5615	|  EMPTYING B 			|  4456	|  0  |
5616	|  POURING A TO B 		|  1457	|  2999  |
5617	|  EMPTYING B 			|  1457	|  0  |
5618	|  POURING A TO B 		|  0	|  1457  |
